Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
haoran,2/28/2018 3:27:38 PM,1,150,True,False
haoran,2/28/2018 3:28:21 PM,2,150,True,False
haoran,2/28/2018 3:28:35 PM,3,138,True,False
haoran,2/28/2018 3:28:52 PM,4,138,True,False
haoran,2/28/2018 3:29:07 PM,5,126,True,False
haoran,2/28/2018 3:29:32 PM,6,126,True,False
haoran,2/28/2018 3:29:49 PM,7,114,True,False
haoran,2/28/2018 3:30:04 PM,8,114,False,True
haoran,2/28/2018 3:30:20 PM,9,126,True,False
haoran,2/28/2018 3:30:38 PM,10,126,True,False
haoran,2/28/2018 3:30:54 PM,11,120,True,False
haoran,2/28/2018 3:31:09 PM,12,120,True,False
haoran,2/28/2018 3:31:23 PM,13,114,True,False
haoran,2/28/2018 3:31:37 PM,14,114,True,False
haoran,2/28/2018 3:31:51 PM,15,108,True,False
haoran,2/28/2018 3:32:02 PM,16,108,False,True
haoran,2/28/2018 3:32:18 PM,17,114,True,False
haoran,2/28/2018 3:32:32 PM,18,114,True,False
haoran,2/28/2018 3:32:46 PM,19,111,True,False
haoran,2/28/2018 3:33:01 PM,20,111,True,False
haoran,2/28/2018 3:33:16 PM,21,108,True,False
haoran,2/28/2018 3:33:31 PM,22,108,True,False
haoran,2/28/2018 3:33:47 PM,23,105,True,False
haoran,2/28/2018 3:34:03 PM,24,105,False,True
